species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
Bifidobacterium dentium [ref_mOTU_v2_0631]	0.560407934736415	0.2640732461797875	0.06407188696360923	0.5996517337995432	0.1875516956448015	0.21189539930934664	0.8519952851859173	0.5436802127230919	0.3537882454077553	0.8575330493713674	0.4088818611379412	0.4006663563778069	0.07435507076291828	0.14164013921918556	0.22558084120751717	0.05926362217321111	-0.2011953762948748	0.05992885941359146	0.5296937828642128	0.5530555555555555	0.5781329274479959	0.5245931952662721	0.42960662525879917	0.5191779990286547	0	37	59	0	144	104	NA
Bifidobacterium pseudocatenulatum [ref_mOTU_v2_0632]	0.012947856282847637	0.6639306051151721	0.8914867943891303	0.714205295624488	0.8768891811508038	0.23599922990292058	0.2082216648055016	0.820425871664028	0.9461182971093555	0.9042232183135719	0.9416188375899512	0.4212758107230613	-0.4837999446641509	0.0633664858579244	-0.05419628591442794	0.0637951647357008	-0.1067975143690794	-0.1035264188708066	0.3742653881843489	0.5208333333333334	0.49289700659563673	0.514792899408284	0.4915458937198067	0.48722073822243805	530	0	0	0	1	31	NA
Bifidobacterium catenulatum/kashiwanohense [ref_mOTU_v2_0633]	0.04926653029396813	0.8159032437742582	0.35275451178110295	0.8448050058880958	0.11167138361796276	0.15267398831121304	0.3428299050208361	0.9138116330271693	0.6415249116400965	0.9742319566508959	0.3051614047381953	0.32898531999040576	-0.4822433674329626	-0.05563816118828065	0.0968937524324376	0.010724294241663265	-0.43135756205892983	-0.17232420880121443	0.4027219300958862	0.48944444444444446	0.5377980720446474	0.5081360946745562	0.4159765355417529	0.4638416707139388	28	2	10	0	186	485	NA
Eggerthella lenta [ref_mOTU_v2_0642]	0.8732723368167781	0.9349319535951782	0.04935639336631685	0.4367770508827423	0.27745271815378575	0.6890666547416577	0.9750618868316143	1	0.3166628553928066	0.7694710598530015	0.5026933274208635	0.8136545060857683	-0.015092545848060452	0.06157080267092684	0.24419509118275265	0.06320635467677489	-0.170320222234694	0.03671189608953999	0.4911846582121868	0.4955555555555556	0.601978691019787	0.5443786982248521	0.4387508626639061	0.5096163186012628	0	422	26	0	7	51	NA
Clostridium innocuum [ref_mOTU_v2_0643]	0.35111630580773223	0.0024462532772582517	0.13215313277774537	0.6633021709056757	0.9876963346252055	0.04921387841883473	0.6934467501402432	0.03945285338331829	0.4253117276636966	0.8927847365369257	0.9944852449979651	0.15343317584124028	0.1389771441853721	0.396111091260181	0.1578477301840141	-0.046332695203487	-0.043073636034435536	0.12070592687832894	0.5493349829879369	0.6501388888888889	0.5776255707762558	0.4752218934911242	0.4989648033126294	0.547565565808645	0	653	20	0	5	130	NA
Enterococcus faecium/hirae [ref_mOTU_v2_0654]	0.8795923840837444	1	0.2263412363837755	0.3267065548685848	0.7618290187943983	0.4495134870155235	0.9750618868316143	1	0.5143305888755676	0.6681890605510854	0.8847046669870433	0.6285809688262107	0	0	0	0	0	0	0.50278379214352	0.49986111111111114	0.5136986301369864	0.5096153846153846	0.4949965493443754	0.5037336085478388	9	117	58	NA	138	179	NA
Streptococcus salivarius [ref_mOTU_v2_0656]	0.7566108674203165	0.361197411048336	0.4042762481041228	0.20603799514987248	0.9402157234816891	0.21504016245693802	0.952790858196456	0.5960821714746607	0.6425219470088439	0.5557185747508151	0.9715277309704822	0.4035170991288477	-0.043277354284770225	0.07053870872157955	0.09922745996151017	0.1751947300212054	-3.9403731636226713e-4	0.060257901420632524	0.48546241880606245	0.5333333333333333	0.5352612886859462	0.5589866863905326	0.5041407867494824	0.5155415250121418	1	34	22	0	1	102	NA
Streptococcus anginosus [ref_mOTU_v2_0687]	0.5355996816705231	0.0015094157529167626	0.012242210777134681	0.9667214337100437	0.15188875150220368	0.06370533589942484	0.8445223445067049	0.028179929427712157	0.15967132394253278	1	0.3629440997952305	0.18334179721563287	0.055032719376228584	0.3177068084451457	0.22220206106132925	-0.013069459996646509	-0.16263732877927167	0.08384696002135707	0.5317042994123106	0.63625	0.5933536276002029	0.4981508875739645	0.428743961352657	0.5305973773676542	11	500	282	0	160	144	NA
Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692]	0.4805882953080652	0.6401566527912572	0.31434559037392024	0.9196370616632138	0.13935745269172067	0.4241276275410948	0.8156432856138983	0.8074047873042883	0.5863817425699521	1	0.34341657984745455	0.6092797898179179	0.18164239244381006	0.13352946041053565	-0.28313176164579423	-0.012363439935744572	0.334131143328097	0.07076155892018078	0.5380451592947727	0.5247222222222222	0.4479959411466261	0.5059171597633136	0.5774672187715666	0.5257042253521127	0	0	1	0	0	58	NA
Lactobacillus gasseri [ref_mOTU_v2_0725]	0.5156022926991963	0.16714383339030692	0.16318154625281703	0.27365994609801036	0.6921142598210477	0.12074918026482218	0.8309353957336596	0.42805128063371284	0.4764150890599486	0.6548856513559324	0.8580304876664318	0.27782128467434697	0.057380751496488434	0.10077071642126481	0.13362378271755737	0.11947171685021139	-0.051788856883004095	0.07189162212050358	0.5298484379832973	0.5455555555555556	0.5488330796549975	0.5412352071005917	0.48136645962732916	0.5232030111704711	9	60	50	0	25	118	NA
Atopobium parvulum [ref_mOTU_v2_0741]	0.8687437339976813	0.4288177646582106	0.07805579624147567	0.6775031906201796	0.8420852382006361	0.08294794729386146	0.9750618868316143	0.6525487723059726	0.38191355389355774	0.8966098822105142	0.918528546593321	0.22007127266402618	0.02208467743716936	0.15253856058148618	0.19575645467102595	0.07778051864878523	0.015101686478413623	0.09265237956337607	0.508042066192391	0.5391666666666667	0.5657026889903602	0.5229289940828402	0.5101794340924776	0.5315505099562894	11	431	70	0	30	268	NA
Fusobacterium nucleatum s. vincentii [ref_mOTU_v2_0754]	0.001785005828898265	2.894900127146892e-4	0.015756535382817845	0.02527303320220431	0.10899923643392186	4.963461197604602e-9	0.08516792359719669	0.011710111898041074	0.17585171217449547	0.3321598649432566	0.3008378925576243	2.1069892783831536e-7	0.06609415008687979	0.10239522356059005	0.13211146488902792	0.04468556427342986	0.025118653155015172	0.07408101119298856	0.5754716981132075	0.6	0.5705225773718924	0.5589866863905326	0.5384748102139406	0.5708050024283633	294	419	250	190	43	514	NA
Sutterella wadsworthensis [ref_mOTU_v2_0767]	0.211504360346206	0.013147033101010173	0.2915922586463878	0.23601559521045282	0.001409995410440304	0.8723634776994764	0.6183564979566162	0.11043507804848546	0.5609123585526891	0.6051830156566912	0.017425017908127935	0.9380234970673587	-0.19740135800918582	-0.680732072420319	0.15169391011985778	0.24380243645255847	0.4006076689633835	-0.016405882978741005	0.44231364058150324	0.3766666666666667	0.541476407914764	0.5552884615384616	0.6414768806073153	0.5020033997085964	0	588	18	0	396	38	NA
Alistipes onderdonkii [ref_mOTU_v2_0775]	0.10562592950583796	0.18399136103317784	0.27460807252203984	0.9507483525082162	2.78836347195779e-4	5.931506970562328e-4	0.48866501452700867	0.44102345416612204	0.543510003277388	1	0.006596471299374429	0.0052074488556587565	0.3625100212794829	0.2897501235122922	0.2651724626461865	0.028542347867067584	0.8571893705571376	0.36063286517243337	0.5878441076399629	0.5704166666666667	0.5553018772196855	0.503698224852071	0.7041062801932367	0.5744111219038368	8	709	2	0	748	779	NA
Fusobacterium nucleatum s. animalis [ref_mOTU_v2_0776]	1.1605213175700257e-4	1.0170146103943811e-5	2.1581973860899118e-4	0.0013771486344085068	1.8884368511558388e-6	0	0.030726171653785408	0.0012204175324732572	0.011746760058575091	0.16289700989860623	1.5636257127570345e-4	0	0.44040972355393876	0.41329676901411727	0.41921224323366035	0.3188255671431757	0.4399168850686499	0.4063322376027084	0.6626971852768327	0.6684722222222222	0.6468797564687976	0.625369822485207	0.6880607315389924	0.6578132588635259	654	572	561	562	522	788	NA
Fusobacterium nucleatum s. nucleatum [ref_mOTU_v2_0777]	8.714879110333946e-4	0.006788955897957251	0.004279175329332954	0.012359188851442151	0.018086929836712725	4.718123669533725e-10	0.08516792359719669	0.07531250172881822	0.09219982205434361	0.29922464937964377	0.10050991882414857	2.6704579969560883e-8	0.10088258754154211	0.03814156913606205	0.15419029688892025	0.03783254541993298	0	0.06620939979729148	0.5849056603773585	0.5583333333333333	0.5809233891425672	0.5576923076923077	0.5434782608695652	0.5669196211753278	333	216	369	218	91	518	NA
Bifidobacterium bifidum [ref_mOTU_v2_0786]	0.7072495990506273	0.5068122361767176	0.3276521004700368	0.6879059784730435	0.5566907894226018	0.4260987800597569	0.9232622672877957	0.719161411981912	0.603069808111517	0.8966098822105142	0.7593739269224288	0.6110774734302933	0.048071667594076425	-0.10338442351455006	-0.09766295636965172	-0.04754097658845936	-0.2622866849573929	-0.09256067476719552	0.5170120630992886	0.4722222222222222	0.47133434804667684	0.48668639053254437	0.4706694271911663	0.47518212724623604	0	17	18	0	15	171	NA
Streptococcus equinus [ref_mOTU_v2_0793]	0.1557651887521673	0.15903968704314683	0.752658603004343	0.1593093933675842	0.17806850541808036	0.6178617464199547	0.5487627151854597	0.4253080550822393	0.8877561370800102	0.4921549200622647	0.4006541371906808	0.7646731797294948	-0.051449189203932585	0	0	0	0	-0.010289837840786516	0.4602536343952985	0.5166666666666667	0.5044393708777271	0.5192307692307693	0.5248447204968945	0.5037761049052938	4	82	44	5	52	129	NA
Oscillibacter sp. KLE 1728 [ref_mOTU_v2_0858]	0.21975290268387573	0.7074520295707486	0.05740095297176916	0.20143172130300319	7.172776448484499e-4	1.391041516560776e-4	0.6209822664566295	0.8441188989196432	0.3239964901073193	0.5486363988121271	0.010798288907900301	0.001663372179662111	0.15937629852789686	0.0471768933901173	0.26367689259399485	0.13637798057845038	0.5585850925856259	0.23303863153521706	0.5669656665635633	0.52	0.5986808726534754	0.5728550295857988	0.6901311249137336	0.5878521126760564	4	613	47	0	641	747	NA
Blautia sp. KLE 1732 [ref_mOTU_v2_0859]	0.003935833887413894	0.4900558657313808	0.4006652888468811	0.9948088787490251	0.027838328199541854	0.004539835235649362	0.11427490114491375	0.7048748753670546	0.6418633524735059	1	0.13969779241951913	0.02586792023534435	-0.4117842872897538	-0.06768142441768349	-0.161027784545782	-0.10942324117711524	-0.3471708843878524	-0.21941752436363737	0.3428703990102072	0.4633333333333333	0.4562404870624049	0.5005547337278107	0.37612146307798483	0.41769062651772704	701	375	7	0	610	667	NA
Clostridium sp. KLE 1755 [ref_mOTU_v2_0860]	0.6614583258345028	0.16113193383322774	0.002295295666945581	0.4217165884293973	0.12007543750973222	0.00654746460296729	0.8876163583864461	0.4256315233330544	0.054656728069141645	0.7558037558864523	0.3176436493867677	0.03410305182772533	0.06363186839962927	0.13462362616580065	0.40984066052300105	0.11384980928937019	0.25137296231306056	0.19466378533817236	0.5211877513145685	0.5565277777777777	0.6448503297818365	0.5454881656804734	0.5767770876466529	0.5629978144730452	0	10	549	0	3	566	NA
Hungatella hathewayi [ref_mOTU_v2_0882]	6.729388142243658e-5	8.142446118476962e-4	0.00071200520905453815	0.05668441035653097	0.01341141550874389	3.165090411982874e-11	0.0283307240788458	0.021373921061002027	0.031914586429385765	0.4073311100048988	0.0840084251928137	2.442874327066782e-9	0.6093556693653793	0.41926951142369023	0.5275179067145749	0.29597361643540704	0.3311357140581819	0.4366504835994467	0.7046087225487164	0.6561111111111111	0.6727549467275494	0.606508875739645	0.6264665286404417	0.6596830985915493	685	611	580	0	211	762	NA
Clostridium scindens [ref_mOTU_v2_0883]	0.9593981455469223	0.008701209357330854	0.0016142971393949199	0.2200700608468306	0.9112422544227927	0.003302208331403822	0.9911818877920351	0.0859884218842108	0.049203776808757156	0.5730126112615589	0.9599345886285908	0.020025534809727463	-0.029069237955692613	0.2522129908231161	0.5609423290897471	0.18600455650776748	0.0334587898145917	0.20070988565590595	0.4973708629755645	0.6030555555555555	0.6504312531709792	0.566198224852071	0.4941338854382333	0.5667982030111705	0	431	581	0	1	588	NA
Anaerotruncus colihominis [ref_mOTU_v2_0884]	0.05290383546291224	0.38735448806446104	0.005066661934597669	0.009586163742518342	0.2524335232268994	6.772496830431685e-5	0.353178717674998	0.6159877534435529	0.0989947793375237	0.285303965899652	0.4675949826216391	9.273951304897581e-4	0.29882174005752477	0.12249669483120323	0.40640522746002977	0.2993223588670306	0.14706289465715008	0.2548217831745877	0.5983606557377049	0.5427777777777778	0.6419330289193304	0.6466346153846154	0.5583160800552105	0.601238465274405	11	21	332	478	11	624	NA
Erysipelotrichaceae sp. [ref_mOTU_v2_0885]	0.15004237645916726	3.6512362796117424e-4	9.256262873128743e-4	0.10619502461616571	0.9369051910818431	4.3863326377069356e-5	0.5424911436235691	0.013334949890755928	0.03526636154662051	0.4669614183419706	0.9715277309704822	6.774023397443717e-4	0.22213455193283635	0.5238251871803224	0.6274963736285318	0.35257293983074456	-0.023083884768253123	0.3405890335608364	0.5734611815651098	0.6630555555555555	0.6697108066971081	0.5906065088757396	0.4955141476880607	0.5996236036911121	0	611	619	0	1	607	NA
Clostridium boltae/clostridioforme [ref_mOTU_v2_0886]	0.04257239200393506	0.0014124962734113318	0.0013544200936105933	0.06039858415550522	0.057033334674614036	1.1966301416421743e-7	0.3282053026493274	0.028179929427712157	0.04300283797213634	0.41330601389056465	0.2146527323208201	3.628353536622164e-6	0.3618435054548592	0.4944666041667009	0.4680285049043436	0.35725316995437817	0.26508654757074646	0.38933566641020567	0.6096504794308691	0.6654166666666667	0.6666666666666666	0.6068786982248521	0.6054175293305728	0.6365954346770276	16	702	516	0	1	795	NA
Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887]	0.1259540665976741	0.002020856429674354	0.04081816539214073	0.05505600690844757	0.008607695559572227	4.941610323161427e-7	0.5053557335803132	0.03395038801852915	0.2934286983850117	0.4048255559274066	0.061975408028920036	1.3533636014077586e-5	0.22972164356249675	0.45518301755550017	0.28634075875847487	0.2399178016769777	0.4418763462019768	0.33060791355108526	0.5810392824002475	0.6549999999999999	0.5958904109589042	0.6083579881656804	0.6442374051069704	0.6087360369111219	21	671	159	2	317	748	NA
Bacteroides thetaiotaomicron [ref_mOTU_v2_0897]	0.07895509657990837	0.08455688545787936	0.6802746247130398	0.7972721037821862	0.2805014277660534	0.030860873100769126	0.4234407090463876	0.3170883204670476	0.8428768520834737	0.9363706410378015	0.5071073846949612	0.10962711825335977	0.30872810767613784	0.19943836303845683	0.009337979990767731	0.016441340755056898	0.24293047564106646	0.15537525342029715	0.5957315187132695	0.5913888888888889	0.5215626585489599	0.514792899408284	0.5607315389924086	0.5679334628460418	18	723	0	0	0	693	NA
Bacteroides dorei/vulgatus [ref_mOTU_v2_0898]	0.6908639618046915	0.11354354716475078	0.7904079243146092	0.5389760539162043	1.799052653121872e-4	0.005619025247331155	0.9103403064781693	0.3769825281359314	0.8989415497428839	0.8450785763890105	0.005267126215829152	0.03058046432682148	0.04156631644820264	0.14862479954820632	0.04406898614649465	0.018027832798999405	0.6502942540222828	0.18051643779283716	0.5218063717909063	0.5838888888888889	0.5139523084728564	0.5351331360946745	0.7108350586611456	0.5733608547838757	0	759	0	0	743	743	NA
Bacteroides rodentium/uniformis [ref_mOTU_v2_0899]	0.6576700093293695	0.3597259180672887	0.9669353066152304	0.5650512234537448	0.031998243241909995	0.21706384786485433	0.8874169888598709	0.594822384205753	0.9837178953815828	0.8450785763890105	0.1534287844258851	0.40413861148522223	0.016183930592748214	0.09773644405094369	-0.011455573804392568	-0.19055423614883019	0.36523101540211905	0.05542831601851764	0.5242808536962573	0.548611111111111	0.4977168949771689	0.4670857988165681	0.6207729468599034	0.533821029626032	0	701	0	0	0	38	NA
Parabacteroides goldsteinii [ref_mOTU_v2_0901]	0.09295879944256473	0.10121425615515207	0.9449663817010914	0.7155138772312541	0.6197450062373726	0.9736369862194563	0.4472646236036543	0.34007990068131094	0.9730599768327454	0.9044969318282113	0.8145220081976897	0.9888783382319188	-0.2401354192678164	0.204746492960516	-0.030143740955115295	-0.09034337429558853	0.024719936540515047	-0.026231221003497833	0.41818744200433033	0.5652777777777778	0.5035514967021817	0.4807692307692308	0.5141476880607315	0.5106787275376397	22	14	5	0	55	69	NA
Phascolarctobacterium succinatutens [ref_mOTU_v2_0947]	0.49701059976682593	0.4732623396308748	0.8470354985415793	0.0984737933058443	0.8315102443676411	0.9932922684896125	0.8270423638835925	0.6887002951990613	0.9209878989223828	0.46065706699005127	0.918528546593321	0.996785413819826	-0.28861909652750095	-0.17530884025129856	-0.11538882413611684	0.46044508813988727	-0.013776043683580763	-0.02652954329172197	0.46613052892050727	0.47	0.4921359715880264	0.5891272189349113	0.489648033126294	0.4938319572608062	0	11	3	0	2	7	NA
Megasphaera sp. [ref_mOTU_v2_0965]	0.5643386687171796	1	0.5676374402889706	1	0.09904922700962299	0.8862874823503331	0.8519952851859173	1	0.7659988051701939	1	0.2847665276526661	0.9393983427158961	0	0	-0.17362650562325754	0	0	-0.03472530112465151	0.5112898236931642	0.5001388888888889	0.4741248097412481	0.4998150887573965	0.5217391304347826	0.5116318601262748	1	97	0	0	72	74	NA
Dorea formicigenerans [ref_mOTU_v2_0973]	0.05327042416238093	0.2807673531166067	0.008986291621070652	0.987024964715763	0.8563528928083027	0.470721243134379	0.353178717674998	0.5615347062332134	0.13974600439297627	1	0.9268956691706162	0.6477185339077598	-0.4220765232302688	0.0500343560758097	0.3204003564719752	-0.10695045101716963	0.01146200564035714	-0.02942605121185928	0.39467986390349524	0.5572222222222222	0.6359715880263825	0.5011094674556212	0.510351966873706	0.5115286546867411	570	689	73	0	0	49	NA
